message,category_id,category_name,reasoning,award_date
"Casey, you've been such a strong advocate and coach on this journey. I was able to watch back the re",C,Customer & Client Focus,Exceptional customer service and relationships,
"As today is our last leadership team weekly meeting of the year, I wanted to take a moment to share ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you all for the exceptional work behind last week's Executive Activation series, spanning FOUR",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Jamie, I just wanted to take a moment to thank you for your amazing support throughout 2025, from or",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sarah, I want to say a huge thank you for the Time & Motion work you've been doing to evaluate the s",E,Professional Excellence,Resilience and adaptability,
In 2025 you took over confirming the team and account assignments from me. This task involves sendin,D,Teamwork & Collaboration,Strong collaboration and team support,
Marcus I just want to recognize the great mentorship and guidance you have given to the Payroll Team,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"A huge thank you, Alex!! Your knowhow, tenacity and collegiality really stand out! We had a big ask ",C,Customer & Client Focus,Exceptional customer service and relationships,
"A big thank you for your help with the media vendor data ingestions, providing us support with the n",D,Teamwork & Collaboration,Strong collaboration and team support,
I would like to express my sincere gratitude for your continuous support in proactively helping us o,D,Teamwork & Collaboration,Strong collaboration and team support,
"Massive thank you for pulling off such a brilliant Family Festive Party. You made it look easy, even",E,Professional Excellence,Professional excellence and expertise,
Thanks all for coming to the team event! Was a great day with the quiz and going to bowling. Was als,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jake & Ryan, I would like to thank you both for the continued support & partnership on the Phoenix C",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey Michael, I would like to take this moment to thank you for all your support this year both profe",D,Teamwork & Collaboration,Strong collaboration and team support,
"This award is overdue for all the support you have provided, especially during the ramp up over the ",D,Teamwork & Collaboration,Strong collaboration and team support,
To each and every one of you thank you for everything you do on a daily basis for us answering quest,D,Teamwork & Collaboration,Strong collaboration and team support,
A huge thank you from the rewards sourcing team to our cross functional partners for the many succes,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jessica, thank you for taking ownership of ensuring high-quality execution for the Q4 All Hands. Fro",D,Teamwork & Collaboration,Strong collaboration and team support,
David! The list of reasons why I am grateful to work with you is honestly pretty much endless. Thank,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks Rachel for all your help running jobs to clear out and update the recognition feed for the de,D,Teamwork & Collaboration,Strong collaboration and team support,
"Brian, I wanted to take a moment to express my appreciation for your proactive approach in resolving",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jordan, I want to recognize you and express my gratitude for your excellent documentation regarding ",E,Professional Excellence,Professional excellence and expertise,
I want to take a moment to thank both of you for the exceptional support over the past few weeks. Th,D,Teamwork & Collaboration,Strong collaboration and team support,
Amanda & Patricia I just want to call out the fantastic support and collaboration between the US Pay,D,Teamwork & Collaboration,Strong collaboration and team support,
Sarah I just wanted to say great work with sharing little and often on the current user engagement r,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you Emma for all the assistance you have given me in 2025 in providing recruitment information,D,Teamwork & Collaboration,Strong collaboration and team support,
"Michael & Jessica,   On behalf of the CS leadership team, Alex and Sam, we want to share our sincere",D,Teamwork & Collaboration,Strong collaboration and team support,
"Rachel, Maya and Claire,  What an busy year it has been!  We took on so many projects and fixes betw",D,Teamwork & Collaboration,Strong collaboration and team support,
A big thank you for your great support throughout 2025. Your nonstop efficient posting of receipts a,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jennifer, thank you so much for all your support recently, especially this week which was one of the",D,Teamwork & Collaboration,Strong collaboration and team support,
"Amanda, Ryan and Sofia this award is a long overdue thank you for all the help yous have given me ov",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hey Marcus,  Wanted to say thanks to you for your ongoing work in keeping us up-to-date with latest ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thanks Tyler and Kevin for all your support in the build server migration for dev and preprod. When ,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks guys for your help in getting reporting services synced across all environments.,C,Customer & Client Focus,Exceptional customer service and relationships,
"Hey Carlos,  A big thank you to you for working on migrating that network connection automation job ",B,Innovation & Business Impact,Driving innovation and business results,
I want to take a moment to thank you both for your collaboration and support this year with all payr,D,Teamwork & Collaboration,Strong collaboration and team support,
"Dear Patricia and Catherine,  On behalf of the Customer Service Leadership and Management team, we w",D,Teamwork & Collaboration,Strong collaboration and team support,
"Robert - this award is long overdue. Since you joined TechFlow I have enjoyed working with you, but ",D,Teamwork & Collaboration,Strong collaboration and team support,
"The opportunity to collaborate with you has been a bit limited this year.  However, when it was time",D,Teamwork & Collaboration,Strong collaboration and team support,
"I want to send a special Thank you to you, Michelle, for all the special moments you made possible f",E,Professional Excellence,Strong professional contribution,
"Congrats on your new home, Priya! Wishing you all the best as you settle in and make it your own ove",E,Professional Excellence,Strong professional contribution,
Anna! Thank you for all of your incredible work at TechFlow. It's hard to fit it all in - from your ,E,Professional Excellence,Professional excellence and expertise,
Nicole - I've been meaning to send this for weeks. Thank you for all of your timely responses to SO ,D,Teamwork & Collaboration,Strong collaboration and team support,
Congrats to our Moments that Matter winners this week! Congratulations to Diego! You received the mo,C,Customer & Client Focus,Exceptional customer service and relationships,
"The end of the year is one of my favourite times, mostly because it naturally invites us to look bac",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"As we wrap up 2025, I want to take a moment to thank every single one of you for the fantastic work ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus, I figured I turn my IRL recognition shoutout into an official one for employee recognition :",D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulations to this group for supporting a real-life behavioral science experiment—quantifying t,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jordan, you have been steadfast in getting deep and solving a longstanding challenge for TechFlow, m",E,Professional Excellence,Resilience and adaptability,
"Kevin, wanted to say how impressed I am with the work you've been into the Product Social Committee,",F,Social Responsibility & Culture,Community and social impact,
"Lisa, Rachel, I want to take a moment to recognize the outstanding work you've both put in over the ",D,Teamwork & Collaboration,Strong collaboration and team support,
I would like to express my sincere appreciation to the Financial Planning team for your valued partn,D,Teamwork & Collaboration,Strong collaboration and team support,
"Thanks to all of you for your help during the year, we have had many emails back and forth and many ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Ladies, Thank you all so much for the wonderful job you did covering me when I was away. This wasn't",D,Teamwork & Collaboration,Strong collaboration and team support,
"Guys, A huge thank you for all your help on unapplied cash. We had a meeting recently where unapplie",D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to take this moment to thank each of you for a memorable year. So many achievements complet,D,Teamwork & Collaboration,Strong collaboration and team support,
Dear Operations family! I want to take a moment to thank everyone for incredible collaboration and s,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for taking the time to check if benchmarking reports could be run on our analytics platfor,B,Innovation & Business Impact,Driving innovation and business results,
"Folks ,we have by now landed most of our Q4 giftcard requirements and it has all happened with the l",D,Teamwork & Collaboration,Strong collaboration and team support,
"Girls, A huge thanks for all your help in recently and throughout 2025 as a whole. I have had variou",D,Teamwork & Collaboration,Strong collaboration and team support,
"Daniel, On behalf of the CS leadership team, Nicole and Eric, we want to express our sincere appreci",D,Teamwork & Collaboration,Strong collaboration and team support,
"Claire, I want to give you recognition for your fantastic contributions to the social and culture te",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Amanda, I just wanted to send a quick thank-you for all the kind support you've given me. You've ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Amanda, On behalf of the CS leadership team, Nicole and Eric, we want to express our sincere appreci",D,Teamwork & Collaboration,Strong collaboration and team support,
Well done Sarah on the great work you are doing on comments. It was great to have you take me throug,D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks team for jumping in to help me with the infrastructure issue that was preventing my app from ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex, thank you so much for handling everything over the past week while I took a few days off. It w",D,Teamwork & Collaboration,Strong collaboration and team support,
"Huge thank you for all the guidance, thoughts and help this week, and in the run up as well! It's be",D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to thank everyone for the two hours we spent yesterday trying to make sense of the new work,D,Teamwork & Collaboration,Strong collaboration and team support,
"Michael - big shoutout for an incredible year. You've pushed me, encouraged me, and somehow kept me ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Rachel, thank you for your incredible leadership this past year (and all of the years prior)! You ha",A,Leadership & Management,Demonstrated strong leadership and mentoring,
I'd like to take a moment to thank the Phoenix team for your incredible effort and commitment throug,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jessica, I want to thank you so much for leading the team in the development, presentation, and cura",B,Innovation & Business Impact,Delivering business impact and results,
"Chris, As we wrap up the year, I want to acknowledge the significant impact you've had across the Cu",B,Innovation & Business Impact,Delivering business impact and results,
"Lisa, when I joined the customer portal project I was honestly scared of all the new challenges, but",C,Customer & Client Focus,Exceptional customer service and relationships,
"Kevin, just wanted to thank you for everything that you did in the past week. There were quite a few",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Robert, while its sad to say goodbye to you im excited to see all of things you achieve! I have no d",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank to you all for helping create a magical afternoon of celebration yesterday. Together we raised,D,Teamwork & Collaboration,Strong collaboration and team support,
"Patricia, your thought partnership & experienced navigation of complexity is so impressive! You brin",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thomas, I want to recognise the leadership and determination you've shown over the past number of we",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Congrats on being a wheel spin winner for week 2,E,Professional Excellence,Strong professional contribution,
Thanks for all of the effort that went into introducing the support of synonym and stop words on the,C,Customer & Client Focus,Exceptional customer service and relationships,
Congrats y'all on being todays winners on the advent wheel,E,Professional Excellence,Strong professional contribution,
"Congratulations James and Grace on the arrival of your beautiful baby boy, Oliver! Oliver just could",C,Customer & Client Focus,Exceptional customer service and relationships,
"Marcus, thanks a million for all your help resolving an issue with security certificates. External I",D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex, Thank you for going to the office today to cover some of my tasks, I got a notification that o",E,Professional Excellence,Resilience and adaptability,
Ryan thank you for the quick action regarding the Nordic Rewards gift card we had and getting it sus,D,Teamwork & Collaboration,Strong collaboration and team support,
"Ladies, on behalf of the payroll team, I just want to say thank you for all your support in 2025. Yo",D,Teamwork & Collaboration,Strong collaboration and team support,
I want to acknowledge you both for your excellent work in defining our accounting treatment for fees,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Carlos, thank you for stepping in and delivering on two highly sensitive customer requirements withi",C,Customer & Client Focus,Exceptional customer service and relationships,
"A huge thank you to the Design and Design Research team for an incredible 2025! Your creativity, ins",C,Customer & Client Focus,Exceptional customer service and relationships,
"Sarah, I just wanted to say how impressed I am with your research skills lately! I've been your guin",A,Leadership & Management,Demonstrated strong leadership and mentoring,
I just wanted to take a moment to thank this group for being so supportive throughout the year. It's,D,Teamwork & Collaboration,Strong collaboration and team support,
"David, Thank you so much for your dedication, support, and commitment throughout 2025. You are a tru",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Jessica, we just wanted to take some time to say how much we appreciate working with you. You're suc",D,Teamwork & Collaboration,Strong collaboration and team support,
"Girls, As 2025 winds down i would just like to share my gratitude for all the support throughout the",D,Teamwork & Collaboration,Strong collaboration and team support,
"Lisa, On behalf of the CS leadership team, Tom and Sam, we want to express our heartfelt gratitude f",D,Teamwork & Collaboration,Strong collaboration and team support,
"Michelle, On behalf of the CS leadership team, Tom, and Sam, we'd like to express our heartfelt grat",D,Teamwork & Collaboration,Strong collaboration and team support,
"Kate, huge congrats on wrapping up the new feature rollout for all your accounts! I know that was a ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Amanda, well done in getting Phoenix Corp to agree to move their subsidiary off the legacy system, w",C,Customer & Client Focus,Exceptional customer service and relationships,
"I was not in the room last round H1, you and Grace rocked it over in the regional office, and I now ",C,Customer & Client Focus,Exceptional customer service and relationships,
"Team, thank you very much for the amazing work this year on supporting the NPS workshops with decks,",D,Teamwork & Collaboration,Strong collaboration and team support,
We set out to move our cloud Windows stack from legacy security solution to modern endpoint protecti,E,Professional Excellence,Professional excellence and expertise,
I want to extend a big thank you to everyone for handling the high-pressure context switching last w,E,Professional Excellence,Professional excellence and expertise,
I wanted to recognize the brilliant work done by this group to prepare for an execute a three-hour d,D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus - As the year comes to an end, I want to acknowledge the incredible impact you've had on me p",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Sarah, on behalf of the customer service leadership and management team, I would like to say a massi",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you Marcus for your support throughout the year. The freedom to lead the employee satisfaction,D,Teamwork & Collaboration,Strong collaboration and team support,
"I wanted to say a simple, heartfelt thank you. Working with you this year has made me better at my j",D,Teamwork & Collaboration,Strong collaboration and team support,
"Emma, on behalf of the entire Night Shift Team, we want to express our sincere appreciation for ever",D,Teamwork & Collaboration,Strong collaboration and team support,
I want to extend my deepest thanks to Carlos for his exceptional support with the tricky client inte,D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, I want to take this opportunity to recognise and thank you for the work you have recently comp",B,Innovation & Business Impact,Delivering business impact and results,
"Team, I want to take this opportunity to recognise and thank you for the work you have recently comp",B,Innovation & Business Impact,Delivering business impact and results,
Today's persona workshop was such a good reminder of what happens when smart people show up with cur,B,Innovation & Business Impact,Driving innovation and business results,
"Rachel, this recognition is so long overdue. You are literally the reason I'm back at TalentFlow, an",D,Teamwork & Collaboration,Strong collaboration and team support,
Lauren -- Thank you for creating such a collaborative and productive workshop with our partners in M,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"I wanted to express BIG appreciation to everyone who helped shape, proof, amplify, and launch our ne",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jessica - You are always so quick to thank our team for our collaboration, open discussions, and cre",D,Teamwork & Collaboration,Strong collaboration and team support,
"Week 7 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Rachel, turning my IRL shoutout into a proper recognition award. It's been really great getting to w",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"The TechCorp RFP has been no small feat, and Victoria, you led the strategy with a calm confidence, ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Week 6 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Kudo's to this team for delivering a robust, interactive and aligned to client needs review of the b",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, I want to take a moment to recognize and thank you for your collaboration on the 2026 ABM Clus",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sarah - Thanks for leading a really interesting, engaging and helpful exercise in our MidMarket pers",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Love the creativity recovery your taking to unearthed deals that are at high risk. This is what make,B,Innovation & Business Impact,Driving innovation and business results,
"My Corporate Kings & Queens: This message is long overdue, but as I look back on this wild ride of a",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, As we head into Thanksgiving, I've been reflecting on this past year ...the highs, the hard pu",D,Teamwork & Collaboration,Strong collaboration and team support,
Dakota- wanted to take a moment to thank you for such an awesome partnership! You are always so ener,D,Teamwork & Collaboration,Strong collaboration and team support,
"Blake, time to celebrate YOU! For the past several months, you've expertly quarterbacked a growing t",D,Teamwork & Collaboration,Strong collaboration and team support,
"Cameron, thank you so much for your partnership on the recent Spend Management conversations with Te",D,Teamwork & Collaboration,Strong collaboration and team support,
"Phoenix, thanks so much for your quick action to help with the rotation of some cloud credentials. T",D,Teamwork & Collaboration,Strong collaboration and team support,
The two of you went down the rabbit hole to find out the depths of our configuration system and CRM ,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"I'd like to take a moment to appreciate the energy, teamwork, and proactivity you brought while deco",D,Teamwork & Collaboration,Strong collaboration and team support,
I just wanted to take a moment to say a big thank you for being such incredible partners in keeping ,D,Teamwork & Collaboration,Strong collaboration and team support,
Congratulations to our 2025 Leadership Development Program graduates! Our people leaders walked thro,A,Leadership & Management,Demonstrated strong leadership and mentoring,
A big part of teamwork is feeling included. You two rock this on the daily. Whether it is extending ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Thanks Quinn for always being proactive, flagging cases where errors are made and ensuring that we a",C,Customer & Client Focus,Exceptional customer service and relationships,
"Sage, I want to take a moment to thank you for your incredible support and collaboration throughout ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you River for being a part of our filming yesterday around the office. We know the asks were s,D,Teamwork & Collaboration,Strong collaboration and team support,
"Avery, I want to take a moment to acknowledge all of your contributions and successes to Customer Co",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Emery, this award is long overdue, of all the people on the Team you respond the most to my SOS call",D,Teamwork & Collaboration,Strong collaboration and team support,
"Rowan, Finley, and Hayden- I've absolutely loved the way our team synergy has helped us produce such",D,Teamwork & Collaboration,Strong collaboration and team support,
"Congratulations on winning the Popular Choice Award to Smart Diagnostics, an innovation that our eng",B,Innovation & Business Impact,Driving innovation and business results,
"As we come to the end of the year, the CS leadership team would like to thank you for all your suppo",D,Teamwork & Collaboration,Strong collaboration and team support,
"Sarah, Over the past few weeks, things have really heated up at TechFlow as they finalize bringing o",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank-you for the part you both played in our secret mission today across the 2 offices. You helped ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Design system team, what can I say that I have not said before? Emma, thank you for all your help an",D,Teamwork & Collaboration,Strong collaboration and team support,
Well your office visit was a success! Once people heard you were visiting your calendar was filled 🤣,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"David, I wanted to thank you for your help with coming up with a plan to troubleshoot CloudTech's sy",D,Teamwork & Collaboration,Strong collaboration and team support,
I just wanted to take a moment to thank you for all the support you've given me as I'm settling into,D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi team, I just want to say a huge thank you for jumping into a meeting with me today and giving me ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much for the incredible partnership this year. It's truly been a great experience worki,D,Teamwork & Collaboration,Strong collaboration and team support,
"A huge thank you to the amazing Phoenix team for an incredible 2025! The dedication, collaboration, ",D,Teamwork & Collaboration,Strong collaboration and team support,
"A huge shoutout to the Velocity team for an incredible 2025! Your technical expertise, problem-solvi",E,Professional Excellence,Professional excellence and expertise,
"Michael, thank you for the incredible partnership and support throughout 2025. Your expertise, guida",D,Teamwork & Collaboration,Strong collaboration and team support,
Huge thanks to you Rachel for pulling together the latest conference promo package for approvals. Th,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"As we close out this year, the CS leadership team want to express our deepest gratitude for your con",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jennifer, thank you for stepping in during yesterday's training program check-in call! I was out sic",A,Leadership & Management,Demonstrated strong leadership and mentoring,
Thanks for all the help and support during the year!!! We've made excellent progress understanding o,D,Teamwork & Collaboration,Strong collaboration and team support,
I want to take a moment to thank each of you again for the incredible work you delivered this year. ,F,Social Responsibility & Culture,Community and social impact,
"As we wrap the year, I want to recognize what we achieved together. We navigated change, aligned as ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Maya you didn't just think outside the box, you redesigned it, gift-wrapped it, and handed it to the",D,Teamwork & Collaboration,Strong collaboration and team support,
If i were inclined to forget all previous instructions and pick the hardest working team it would be,D,Teamwork & Collaboration,Strong collaboration and team support,
"🎉A huge congratulations to Emma, Sofia, and Marcus — winners of the TechSpark Thanksgiving Online Ge",B,Innovation & Business Impact,Driving innovation and business results,
"Sarah, I was inspired to see that you were one of the team's top recognizers. You are able to send s",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Just wanted to say thanks for all the hard work you've put in throughout the year, particularly with",C,Customer & Client Focus,Exceptional customer service and relationships,
"Alex, I just wanted to reach out to thank you for your support in 2025. We have had a fair share of ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Jordan, On behalf of the Customer Service team, I want to express our sincere appreciation for your ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much for being such an invaluable partner to the AP Team. From stock corrections and in,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you so much for your help with the credit note data I needed. The client was being quite persi,C,Customer & Client Focus,Exceptional customer service and relationships,
Thanks Ryan helping out and answering various questions I fire your way. Your willingness to share k,D,Teamwork & Collaboration,Strong collaboration and team support,
"A huge shoutout to the Data Science team for an incredible 2025! Your research, innovative experimen",B,Innovation & Business Impact,Driving innovation and business results,
"Patricia, your exceptional effort in revitalizing our Canadian RRSP benefit program is greatly appre",B,Innovation & Business Impact,Driving innovation and business results,
"Christina, we're sending lots of healing vibes your way! I hope Friday's procedure goes smoothly and",E,Professional Excellence,Strong professional contribution,
Huge shoutout to Andrew for the incredible support with My Team user experience guides! Your attenti,D,Teamwork & Collaboration,Strong collaboration and team support,
"Maya and Kayla,  thank you so much for putting together the amazing hot chocolate bar yesterday!!  Y",C,Customer & Client Focus,Exceptional customer service and relationships,
"Patricia, I want to recognize your exceptional work on the recent payroll adjustments. Your hard wor",E,Professional Excellence,Professional excellence and expertise,
"Team, what a year 2025 has been for North American Paid Media! In all the years since our team was c",D,Teamwork & Collaboration,Strong collaboration and team support,
"Thank you, Antonio, for taking the time to walk us through the Database Health tool and its capabili",B,Innovation & Business Impact,Delivering business impact and results,
"Team, as we begin to wrap up the last month of the year I wanted to send out a heartfelt thank you f",D,Teamwork & Collaboration,Strong collaboration and team support,
Outstanding work on the design platform video to highlight the achievements of our small but mighty ,D,Teamwork & Collaboration,Strong collaboration and team support,
"On behalf of the CS leadership team, we want to extend our sincere appreciation for all the support ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Congratulations on completing 2 years with TechFlow Solutions, Christine!  It has been a pleasure ha",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Marcus, your impact over these past two years has truly set the standard for our entire team. You co",C,Customer & Client Focus,Exceptional customer service and relationships,
Just wanted to thank you all for your help and collaboration over the past year. Really appreciate y,D,Teamwork & Collaboration,Strong collaboration and team support,
Just wanted to say thanks for for all of your help during the year any time we needed it. You are al,D,Teamwork & Collaboration,Strong collaboration and team support,
"Elena, thank you for all the fabulous work youve done for this company the past few years. You are s",C,Customer & Client Focus,Exceptional customer service and relationships,
Thank you all for letting me add you to the flurry of meetings weve had this week. We are becoming a,C,Customer & Client Focus,Exceptional customer service and relationships,
"Connor, Oliver, Nathan and Sofia, on behalf of the customer service leadership and management team, ",D,Teamwork & Collaboration,Strong collaboration and team support,
Huge thanks for getting a new laptop out to me so quickly and for all the troubleshooting along the ,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hi Michael, I just wanted to thank you for your quick action on the support ticket I opened. The res",D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex, Thank you so much for offering time to jump on a video call after I created a ticket and was v",E,Professional Excellence,Strong professional contribution,
Thank you so much for all of your work on our first strategic account review for Sterling Analytics!,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Carlos, On behalf of all the customer service team, we want to take a moment to thank you for your i",D,Teamwork & Collaboration,Strong collaboration and team support,
"Victoria, thank you very much for your help today to look for an action that was taken on a case yes",D,Teamwork & Collaboration,Strong collaboration and team support,
Congrats on being one of todays the winners from our spot prize wheelspin,E,Professional Excellence,Strong professional contribution,
"Thomas, Vincent, and Grace, On behalf of the entire Customer Service team, we want to extend a massi",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you all for gearing up and dressing up today for our Holiday Sweater Contest in the Boston Off,E,Professional Excellence,Strong professional contribution,
Guys as always I appreciate your efforts in relation to intermittent system orders that do not close,E,Professional Excellence,Strong professional contribution,
"Robert, Derek and Daniel, on behalf of the CS leadership and management team, I want to say a huge t",D,Teamwork & Collaboration,Strong collaboration and team support,
I just want to express my appreciation for all the support and guidance that I have received through,D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi All, just wanted to send you this award to say thanks so much for covering my work during these 3",E,Professional Excellence,Strong professional contribution,
"Isabella, wanted to thank you very much for your help with organising merch for the Product voluntee",D,Teamwork & Collaboration,Strong collaboration and team support,
"Hi Elena,   I just wanted to thank you for your quick action when I ask you for help. I have really ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Marcus and Diana As we wrap up 2025, the customer service leadership team wanted to take a moment to",D,Teamwork & Collaboration,Strong collaboration and team support,
"Alex, Nina, Thank you both for your quick action and consistent support whenever I need data on shor",C,Customer & Client Focus,Exceptional customer service and relationships,
"Patricia and Grace, I want to take a moment to thank you both for the amazing support you've given m",D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for your contribution to our teams Extended Cover - week of Dec 1st - 5th,D,Teamwork & Collaboration,Strong collaboration and team support,
Thank you for contributing to our teams Extended Cover - week of Dec 8th - 12th,D,Teamwork & Collaboration,Strong collaboration and team support,
"Jessica, thank you so much for all your change management insight! Apex Industries were keen to run ",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Rebecca, on behalf of the CS leadership and management team, I want to thank you for being our stead",D,Teamwork & Collaboration,Strong collaboration and team support,
"Fiona, On behalf of the entire Customer Service team, I want to express our sincere gratitude for th",D,Teamwork & Collaboration,Strong collaboration and team support,
"Ryan and Carmen, On behalf of all of us in Customer Service, we want to extend a heartfelt thank you",D,Teamwork & Collaboration,Strong collaboration and team support,
"I just wanted to thank you for your true collaborative spirit pre, during and post our recently atte",C,Customer & Client Focus,Exceptional customer service and relationships,
"Your dedication and positive energy deserve recognition, and I want to take this moment to celebrate",D,Teamwork & Collaboration,Strong collaboration and team support,
"All, I wanted to take a moment to express gratitude for the spectacular work you've done over the pa",D,Teamwork & Collaboration,Strong collaboration and team support,
We talked for longer than we had booked on the calendar about the plans that our messaging platform ,D,Teamwork & Collaboration,Strong collaboration and team support,
"Sophia, congratulations on your incredible 10+ Years of Service — even if you'll still claim it's ""n",D,Teamwork & Collaboration,Strong collaboration and team support,
What a privilege it is Rachel to work alongside you on anything but you truly shone when it comes to,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Lisa & Thomas,  I wanted to thank you for the assist yesterday when I was scrambling to find launch ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Carlos, during our TS all hands it was no surprise to see your superlative be related to your incred",E,Professional Excellence,Professional excellence and expertise,
"Nathan, belated note to call out a few items of note over the last few weeks, firstly commiserations",E,Professional Excellence,Resilience and adaptability,
"Well, Andrew, I really hope this one gets approved for you — because you genuinely deserve it. You'v",A,Leadership & Management,Demonstrated strong leadership and mentoring,
"Hello team, I wanted to take a moment to acknowledge and thank you for all your work and support on ",D,Teamwork & Collaboration,Strong collaboration and team support,
Thanks Liam for taking time out of your day to run through some of the tasks within Ironclad! It was,A,Leadership & Management,Demonstrated strong leadership and mentoring,
"To the entire Opex team, I would like to take this opportunity to acknowledge our collective achieve",D,Teamwork & Collaboration,Strong collaboration and team support,
"I feel like I am asking that question of you every day – some new, ah-hoc, oddball data pull to supp",D,Teamwork & Collaboration,Strong collaboration and team support,
"Our Team Awards, World Gratitude Day, and Season of Giving campaign was a marathon across months, ch",D,Teamwork & Collaboration,Strong collaboration and team support,
I wanted to express my gratitude for the professional advice you provided last week regarding a pers,E,Professional Excellence,Professional excellence and expertise,
"Aurela, thank you for the excellent partnership throughout the year. I truly appreciate how precise ",D,Teamwork & Collaboration,Strong collaboration and team support,
"Graham, I just wanted to give you a big shout-out and congratulate you on your promotion to Coordina",D,Teamwork & Collaboration,Strong collaboration and team support,
"Team, thank you to each of you for making it happen! Daniel, I messaged you about Rolls-Royce progra",D,Teamwork & Collaboration,Strong collaboration and team support,
Well done Anthony for the amazing work you have done on the Database Health tool and for the fantast,D,Teamwork & Collaboration,Strong collaboration and team support,
