award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00213,EMP0041,EMP0022,Professional Excellence Award,"2025 was a hard fought battle. We started with the Platform Surge, shipped Reward Stories, redesigne",E,Professional excellence and expertise,2025-02-11,1060,Approved
AWD00214,EMP0040,EMP0017,Teamwork & Collaboration Award,"Isabella, massive congratulations in getting Partner Management live on the contract platform. I kno",D,Strong collaboration and team support,2025-09-07,1091,Approved
AWD00215,EMP0037,EMP0010,Teamwork & Collaboration Award,"Hey Team, I would like to take this moment to thank each of you for all your support this year with",D,Strong collaboration and team support,2025-08-16,565,Approved
AWD00216,EMP0022,EMP0012,Professional Excellence Award,I want to take a moment to congratulate you on the challenging call you faced today. You had to deal,E,Professional excellence and expertise,2025-06-12,331,Approved
AWD00217,EMP0055,EMP0010,Teamwork & Collaboration Award,"With the year coming to an end, I want to thank you both for all your help-especially with closing t",D,Strong collaboration and team support,2025-09-20,979,Approved
AWD00218,EMP0051,EMP0011,Teamwork & Collaboration Award,"As the year comes to an end, I would like to sincerely thank you for the close collaboration and sup",D,Strong collaboration and team support,2025-05-28,1213,Approved
AWD00219,EMP0040,EMP0057,Customer & Client Focus Award,Just wanted to thank you all for the effort you put in to getting the feedback forms live for our te,C,Exceptional customer service and relationships,2025-07-21,495,Approved
AWD00220,EMP0002,EMP0044,Teamwork & Collaboration Award,Lucia just wanted to say thank you for putting together the draft templates for calculating the next,D,Strong collaboration and team support,2025-04-25,844,Approved
AWD00221,EMP0033,EMP0027,Teamwork & Collaboration Award,"Thank you to my Marketing directs for welcoming me into the circle, and helping make these first 2 m",D,Strong collaboration and team support,2025-11-23,1114,Approved
AWD00222,EMP0027,EMP0031,Professional Excellence Award,"Alex, your flexibility and willingness to jump in when it matters most never go unnoticed. With your",E,Professional excellence and expertise,2025-08-10,229,Approved
AWD00223,EMP0009,EMP0053,Teamwork & Collaboration Award,I want to extend my sincere appreciation to all of you for the incredible work you've put into Q1 pl,D,Strong collaboration and team support,2025-04-08,342,Approved
AWD00224,EMP0048,EMP0059,Teamwork & Collaboration Award,"Riley, thank you for taking the lead in organizing our team end-of-year lunch. Your proactive commun",D,Strong collaboration and team support,2025-04-27,232,Approved
AWD00225,EMP0015,EMP0054,Teamwork & Collaboration Award,"Thank you, Marcus, Sarah, David and Emma, for all your support throughout 2025. Your help with payme",D,Strong collaboration and team support,2025-07-27,1004,Approved
AWD00226,EMP0029,EMP0008,Teamwork & Collaboration Award,"Thanks so much for including me in the sessions you're doing with new sales onboarding. Today, you d",D,Strong collaboration and team support,2025-10-16,1341,Approved
AWD00227,EMP0032,EMP0015,Teamwork & Collaboration Award,"Thank you so much team for the incredible support this week, I couldn't have done it without you. Yo",D,Strong collaboration and team support,2025-04-18,1386,Approved
AWD00228,EMP0034,EMP0030,Teamwork & Collaboration Award,This award is to say a massive thank you for your support throughout the year. A good team comprises,D,Strong collaboration and team support,2025-11-22,1487,Approved
AWD00229,EMP0055,EMP0029,Teamwork & Collaboration Award,"Jordan, i just want to say a massive thank you for jumping in to help with an urgent QA for Phoenix",D,Strong collaboration and team support,2025-09-25,1319,Approved
AWD00230,EMP0025,EMP0008,Leadership & Management Award,Thank you both for the update you provided the leadership team yesterday on the progress and learnin,A,Demonstrated strong leadership and mentoring,2025-01-13,193,Approved
AWD00231,EMP0055,EMP0032,Teamwork & Collaboration Award,Thank you for your partnership this year. I have appreciated your openness and desire to understand,D,Strong collaboration and team support,2025-07-06,940,Approved
AWD00232,EMP0049,EMP0044,Leadership & Management Award,"Congratulations to our Leadership Development Program Graduates! Over the past 8 months, our Executi",A,Demonstrated strong leadership and mentoring,2025-05-11,1217,Approved
AWD00233,EMP0010,EMP0002,Teamwork & Collaboration Award,I would like to say a huge thank you for the epic engineering effort that went into delivering the f,D,Strong collaboration and team support,2025-12-04,103,Approved
AWD00234,EMP0033,EMP0043,Professional Excellence Award,"Maya and Carlos, I really appreciate how you approached what you considered a challenge, in such a p",E,Resilience and adaptability,2025-07-23,1604,Approved
AWD00235,EMP0014,EMP0039,Professional Excellence Award,"Taylor, I wanted to drop a note to say thank you for the excellent technical analysis work you did o",E,Professional excellence and expertise,2025-08-07,1581,Approved
AWD00236,EMP0049,EMP0040,Teamwork & Collaboration Award,Thank you Sam for jumping in on multiple requests from me lately! I so appreciate your responsivenes,D,Strong collaboration and team support,2025-06-14,1636,Approved
AWD00237,EMP0023,EMP0040,Customer & Client Focus Award,"Casey, you've been such a strong advocate and coach on this journey. I was able to watch back the re",C,Exceptional customer service and relationships,2025-06-13,1681,Approved
AWD00238,EMP0009,EMP0049,Teamwork & Collaboration Award,"As today is our last leadership team weekly meeting of the year, I wanted to take a moment to share",D,Strong collaboration and team support,2025-07-07,239,Approved
AWD00239,EMP0007,EMP0054,Leadership & Management Award,"Thank you all for the exceptional work behind last week's Executive Activation series, spanning FOUR",A,Demonstrated strong leadership and mentoring,2025-09-23,1703,Approved
AWD00240,EMP0048,EMP0027,Teamwork & Collaboration Award,"Jamie, I just wanted to take a moment to thank you for your amazing support throughout 2025, from or",D,Strong collaboration and team support,2025-02-14,790,Approved
AWD00241,EMP0024,EMP0004,Professional Excellence Award,"Sarah, I want to say a huge thank you for the Time & Motion work you've been doing to evaluate the s",E,Resilience and adaptability,2025-01-01,1637,Approved
AWD00242,EMP0024,EMP0032,Teamwork & Collaboration Award,In 2025 you took over confirming the team and account assignments from me. This task involves sendin,D,Strong collaboration and team support,2025-11-16,1981,Approved
AWD00243,EMP0035,EMP0016,Leadership & Management Award,Marcus I just want to recognize the great mentorship and guidance you have given to the Payroll Team,A,Demonstrated strong leadership and mentoring,2025-02-18,1130,Approved
AWD00244,EMP0001,EMP0041,Customer & Client Focus Award,"A huge thank you, Alex!! Your knowhow, tenacity and collegiality really stand out! We had a big ask",C,Exceptional customer service and relationships,2025-11-07,1208,Approved
AWD00245,EMP0004,EMP0055,Teamwork & Collaboration Award,"A big thank you for your help with the media vendor data ingestions, providing us support with the n",D,Strong collaboration and team support,2025-09-20,819,Approved
AWD00246,EMP0002,EMP0034,Teamwork & Collaboration Award,I would like to express my sincere gratitude for your continuous support in proactively helping us o,D,Strong collaboration and team support,2025-02-26,1732,Approved
AWD00247,EMP0044,EMP0014,Professional Excellence Award,"Massive thank you for pulling off such a brilliant Family Festive Party. You made it look easy, even",E,Professional excellence and expertise,2025-08-01,1546,Approved
AWD00248,EMP0044,EMP0003,Teamwork & Collaboration Award,Thanks all for coming to the team event! Was a great day with the quiz and going to bowling. Was als,D,Strong collaboration and team support,2025-08-21,498,Approved
AWD00249,EMP0028,EMP0021,Teamwork & Collaboration Award,"Jake & Ryan, I would like to thank you both for the continued support & partnership on the Phoenix C",D,Strong collaboration and team support,2025-12-21,1134,Approved
AWD00250,EMP0021,EMP0050,Teamwork & Collaboration Award,"Hey Michael, I would like to take this moment to thank you for all your support this year both profe",D,Strong collaboration and team support,2025-05-23,673,Approved
AWD00251,EMP0011,EMP0057,Teamwork & Collaboration Award,"This award is overdue for all the support you have provided, especially during the ramp up over the",D,Strong collaboration and team support,2025-12-31,1465,Approved
AWD00252,EMP0017,EMP0033,Teamwork & Collaboration Award,To each and every one of you thank you for everything you do on a daily basis for us answering quest,D,Strong collaboration and team support,2025-07-22,297,Approved
AWD00253,EMP0014,EMP0047,Teamwork & Collaboration Award,A huge thank you from the rewards sourcing team to our cross functional partners for the many succes,D,Strong collaboration and team support,2025-11-22,101,Approved
AWD00254,EMP0040,EMP0044,Teamwork & Collaboration Award,"Jessica, thank you for taking ownership of ensuring high-quality execution for the Q4 All Hands. Fro",D,Strong collaboration and team support,2025-04-16,1597,Approved
AWD00255,EMP0029,EMP0037,Teamwork & Collaboration Award,David! The list of reasons why I am grateful to work with you is honestly pretty much endless. Thank,D,Strong collaboration and team support,2025-07-26,1131,Approved
AWD00256,EMP0015,EMP0057,Teamwork & Collaboration Award,Thanks Rachel for all your help running jobs to clear out and update the recognition feed for the de,D,Strong collaboration and team support,2025-11-30,1373,Approved
AWD00257,EMP0040,EMP0003,Teamwork & Collaboration Award,"Brian, I wanted to take a moment to express my appreciation for your proactive approach in resolving",D,Strong collaboration and team support,2025-02-04,547,Approved
AWD00258,EMP0011,EMP0029,Professional Excellence Award,"Jordan, I want to recognize you and express my gratitude for your excellent documentation regarding",E,Professional excellence and expertise,2025-07-18,441,Approved
AWD00259,EMP0013,EMP0020,Teamwork & Collaboration Award,I want to take a moment to thank both of you for the exceptional support over the past few weeks. Th,D,Strong collaboration and team support,2025-03-26,1132,Approved
AWD00260,EMP0001,EMP0006,Teamwork & Collaboration Award,Amanda & Patricia I just want to call out the fantastic support and collaboration between the US Pay,D,Strong collaboration and team support,2025-12-22,763,Approved
AWD00261,EMP0045,EMP0051,Teamwork & Collaboration Award,Sarah I just wanted to say great work with sharing little and often on the current user engagement r,D,Strong collaboration and team support,2025-03-21,163,Approved
AWD00262,EMP0058,EMP0045,Teamwork & Collaboration Award,Thank you Emma for all the assistance you have given me in 2025 in providing recruitment information,D,Strong collaboration and team support,2025-12-02,601,Approved
AWD00263,EMP0009,EMP0015,Teamwork & Collaboration Award,"Michael & Jessica,   On behalf of the CS leadership team, Alex and Sam, we want to share our sincere",D,Strong collaboration and team support,2025-03-19,1050,Approved
AWD00264,EMP0017,EMP0015,Teamwork & Collaboration Award,"Rachel, Maya and Claire,  What an busy year it has been!  We took on so many projects and fixes betw",D,Strong collaboration and team support,2025-05-02,495,Approved
AWD00265,EMP0016,EMP0010,Teamwork & Collaboration Award,A big thank you for your great support throughout 2025. Your nonstop efficient posting of receipts a,D,Strong collaboration and team support,2025-03-28,918,Approved
AWD00266,EMP0055,EMP0058,Teamwork & Collaboration Award,"Jennifer, thank you so much for all your support recently, especially this week which was one of the",D,Strong collaboration and team support,2025-04-09,875,Approved
AWD00267,EMP0020,EMP0017,Teamwork & Collaboration Award,"Amanda, Ryan and Sofia this award is a long overdue thank you for all the help yous have given me ov",D,Strong collaboration and team support,2025-02-02,364,Approved
AWD00268,EMP0034,EMP0041,Leadership & Management Award,"Hey Marcus,  Wanted to say thanks to you for your ongoing work in keeping us up-to-date with latest",A,Demonstrated strong leadership and mentoring,2025-01-07,507,Approved
AWD00269,EMP0001,EMP0008,Teamwork & Collaboration Award,Thanks Tyler and Kevin for all your support in the build server migration for dev and preprod. When,D,Strong collaboration and team support,2025-08-05,272,Approved
AWD00270,EMP0011,EMP0055,Customer & Client Focus Award,Thanks guys for your help in getting reporting services synced across all environments.,C,Exceptional customer service and relationships,2025-10-19,908,Approved
AWD00271,EMP0013,EMP0019,Innovation & Business Impact Award,"Hey Carlos,  A big thank you to you for working on migrating that network connection automation job",B,Driving innovation and business results,2025-04-30,315,Approved
AWD00272,EMP0018,EMP0034,Teamwork & Collaboration Award,I want to take a moment to thank you both for your collaboration and support this year with all payr,D,Strong collaboration and team support,2025-06-18,993,Approved
AWD00273,EMP0001,EMP0056,Teamwork & Collaboration Award,"Dear Patricia and Catherine,  On behalf of the Customer Service Leadership and Management team, we w",D,Strong collaboration and team support,2025-01-21,240,Approved
AWD00274,EMP0021,EMP0024,Teamwork & Collaboration Award,"Robert - this award is long overdue. Since you joined TechFlow I have enjoyed working with you, but",D,Strong collaboration and team support,2025-07-15,1983,Approved
AWD00275,EMP0001,EMP0006,Teamwork & Collaboration Award,"The opportunity to collaborate with you has been a bit limited this year.  However, when it was time",D,Strong collaboration and team support,2025-06-10,1296,Approved
AWD00276,EMP0005,EMP0007,Professional Excellence Award,"I want to send a special Thank you to you, Michelle, for all the special moments you made possible f",E,Strong professional contribution,2025-12-14,202,Approved
AWD00277,EMP0028,EMP0051,Professional Excellence Award,"Congrats on your new home, Priya! Wishing you all the best as you settle in and make it your own ove",E,Strong professional contribution,2025-10-22,1112,Approved
AWD00278,EMP0006,EMP0019,Professional Excellence Award,Anna! Thank you for all of your incredible work at TechFlow. It's hard to fit it all in - from your,E,Professional excellence and expertise,2025-08-11,305,Approved
AWD00279,EMP0054,EMP0034,Teamwork & Collaboration Award,Nicole - I've been meaning to send this for weeks. Thank you for all of your timely responses to SO,D,Strong collaboration and team support,2025-09-26,105,Approved
AWD00280,EMP0001,EMP0053,Customer & Client Focus Award,Congrats to our Moments that Matter winners this week! Congratulations to Diego! You received the mo,C,Exceptional customer service and relationships,2025-08-06,757,Approved
AWD00281,EMP0036,EMP0010,Leadership & Management Award,"The end of the year is one of my favourite times, mostly because it naturally invites us to look bac",A,Demonstrated strong leadership and mentoring,2025-11-23,1514,Approved
AWD00282,EMP0013,EMP0028,Teamwork & Collaboration Award,"As we wrap up 2025, I want to take a moment to thank every single one of you for the fantastic work",D,Strong collaboration and team support,2025-09-17,1950,Approved
AWD00283,EMP0048,EMP0022,Teamwork & Collaboration Award,"Marcus, I figured I turn my IRL recognition shoutout into an official one for employee recognition :",D,Strong collaboration and team support,2025-10-03,1509,Approved
AWD00284,EMP0032,EMP0014,Teamwork & Collaboration Award,Congratulations to this group for supporting a real-life behavioral science experiment—quantifying t,D,Strong collaboration and team support,2025-12-27,505,Approved
AWD00285,EMP0044,EMP0017,Professional Excellence Award,"Jordan, you have been steadfast in getting deep and solving a longstanding challenge for TechFlow, m",E,Resilience and adaptability,2025-07-01,954,Approved
AWD00286,EMP0060,EMP0041,Social Responsibility & Culture Award,"Kevin, wanted to say how impressed I am with the work you've been into the Product Social Committee,",F,Community and social impact,2025-12-24,1642,Approved
AWD00287,EMP0018,EMP0054,Teamwork & Collaboration Award,"Lisa, Rachel, I want to take a moment to recognize the outstanding work you've both put in over the",D,Strong collaboration and team support,2025-03-06,282,Approved
AWD00288,EMP0025,EMP0028,Teamwork & Collaboration Award,I would like to express my sincere appreciation to the Financial Planning team for your valued partn,D,Strong collaboration and team support,2025-03-27,867,Approved
AWD00289,EMP0026,EMP0036,Teamwork & Collaboration Award,"Thanks to all of you for your help during the year, we have had many emails back and forth and many",D,Strong collaboration and team support,2025-01-20,428,Approved
AWD00290,EMP0056,EMP0040,Teamwork & Collaboration Award,"Ladies, Thank you all so much for the wonderful job you did covering me when I was away. This wasn't",D,Strong collaboration and team support,2025-10-28,415,Approved
AWD00291,EMP0058,EMP0033,Teamwork & Collaboration Award,"Guys, A huge thank you for all your help on unapplied cash. We had a meeting recently where unapplie",D,Strong collaboration and team support,2025-11-10,198,Approved
AWD00292,EMP0022,EMP0036,Teamwork & Collaboration Award,I wanted to take this moment to thank each of you for a memorable year. So many achievements complet,D,Strong collaboration and team support,2025-12-31,1083,Approved
AWD00293,EMP0051,EMP0039,Teamwork & Collaboration Award,Dear Operations family! I want to take a moment to thank everyone for incredible collaboration and s,D,Strong collaboration and team support,2025-10-04,861,Approved
AWD00294,EMP0016,EMP0017,Innovation & Business Impact Award,Thank you for taking the time to check if benchmarking reports could be run on our analytics platfor,B,Driving innovation and business results,2025-09-18,1496,Approved
AWD00295,EMP0009,EMP0023,Teamwork & Collaboration Award,"Folks ,we have by now landed most of our Q4 giftcard requirements and it has all happened with the l",D,Strong collaboration and team support,2025-01-22,1985,Approved
AWD00296,EMP0024,EMP0038,Teamwork & Collaboration Award,"Girls, A huge thanks for all your help in recently and throughout 2025 as a whole. I have had variou",D,Strong collaboration and team support,2025-02-20,772,Approved
AWD00297,EMP0059,EMP0032,Teamwork & Collaboration Award,"Daniel, On behalf of the CS leadership team, Nicole and Eric, we want to express our sincere appreci",D,Strong collaboration and team support,2025-03-10,252,Approved
AWD00298,EMP0034,EMP0017,Teamwork & Collaboration Award,"Claire, I want to give you recognition for your fantastic contributions to the social and culture te",D,Strong collaboration and team support,2025-06-22,824,Approved
AWD00299,EMP0017,EMP0039,Teamwork & Collaboration Award,"Hi Amanda, I just wanted to send a quick thank-you for all the kind support you've given me. You've",D,Strong collaboration and team support,2025-01-09,944,Approved
AWD00300,EMP0054,EMP0006,Teamwork & Collaboration Award,"Amanda, On behalf of the CS leadership team, Nicole and Eric, we want to express our sincere appreci",D,Strong collaboration and team support,2025-01-03,261,Approved
AWD00301,EMP0053,EMP0016,Teamwork & Collaboration Award,Well done Sarah on the great work you are doing on comments. It was great to have you take me throug,D,Strong collaboration and team support,2025-11-14,1592,Approved
AWD00302,EMP0055,EMP0020,Teamwork & Collaboration Award,Thanks team for jumping in to help me with the infrastructure issue that was preventing my app from,D,Strong collaboration and team support,2025-04-07,1959,Approved
AWD00303,EMP0028,EMP0049,Teamwork & Collaboration Award,"Alex, thank you so much for handling everything over the past week while I took a few days off. It w",D,Strong collaboration and team support,2025-09-28,1040,Approved
AWD00304,EMP0015,EMP0029,Teamwork & Collaboration Award,"Huge thank you for all the guidance, thoughts and help this week, and in the run up as well! It's be",D,Strong collaboration and team support,2025-10-01,1181,Approved
AWD00305,EMP0023,EMP0040,Teamwork & Collaboration Award,I wanted to thank everyone for the two hours we spent yesterday trying to make sense of the new work,D,Strong collaboration and team support,2025-11-20,1926,Approved
AWD00306,EMP0022,EMP0013,Teamwork & Collaboration Award,"Michael - big shoutout for an incredible year. You've pushed me, encouraged me, and somehow kept me",D,Strong collaboration and team support,2025-12-13,1458,Approved
AWD00307,EMP0009,EMP0056,Leadership & Management Award,"Rachel, thank you for your incredible leadership this past year (and all of the years prior)! You ha",A,Demonstrated strong leadership and mentoring,2025-05-30,1005,Approved
AWD00308,EMP0039,EMP0036,Teamwork & Collaboration Award,I'd like to take a moment to thank the Phoenix team for your incredible effort and commitment throug,D,Strong collaboration and team support,2025-11-21,309,Approved
AWD00309,EMP0035,EMP0011,Innovation & Business Impact Award,"Jessica, I want to thank you so much for leading the team in the development, presentation, and cura",B,Delivering business impact and results,2025-12-14,591,Approved
AWD00310,EMP0059,EMP0045,Innovation & Business Impact Award,"Chris, As we wrap up the year, I want to acknowledge the significant impact you've had across the Cu",B,Delivering business impact and results,2025-01-03,1925,Approved
AWD00311,EMP0013,EMP0021,Customer & Client Focus Award,"Lisa, when I joined the customer portal project I was honestly scared of all the new challenges, but",C,Exceptional customer service and relationships,2025-01-30,1303,Approved
AWD00312,EMP0018,EMP0006,Leadership & Management Award,"Kevin, just wanted to thank you for everything that you did in the past week. There were quite a few",A,Demonstrated strong leadership and mentoring,2025-01-01,623,Approved
AWD00313,EMP0017,EMP0026,Teamwork & Collaboration Award,"Robert, while its sad to say goodbye to you im excited to see all of things you achieve! I have no d",D,Strong collaboration and team support,2025-03-30,878,Approved
AWD00314,EMP0025,EMP0058,Teamwork & Collaboration Award,Thank to you all for helping create a magical afternoon of celebration yesterday. Together we raised,D,Strong collaboration and team support,2025-06-25,193,Approved
AWD00315,EMP0058,EMP0023,Teamwork & Collaboration Award,"Patricia, your thought partnership & experienced navigation of complexity is so impressive! You brin",D,Strong collaboration and team support,2025-10-25,342,Approved
AWD00316,EMP0041,EMP0049,Leadership & Management Award,"Thomas, I want to recognise the leadership and determination you've shown over the past number of we",A,Demonstrated strong leadership and mentoring,2025-12-13,1186,Approved
AWD00317,EMP0003,EMP0058,Professional Excellence Award,Congrats on being a wheel spin winner for week 2,E,Strong professional contribution,2025-10-04,1089,Approved
AWD00318,EMP0013,EMP0051,Customer & Client Focus Award,Thanks for all of the effort that went into introducing the support of synonym and stop words on the,C,Exceptional customer service and relationships,2025-01-01,623,Approved
AWD00319,EMP0014,EMP0023,Professional Excellence Award,Congrats y'all on being todays winners on the advent wheel,E,Strong professional contribution,2025-07-23,1918,Approved
AWD00320,EMP0025,EMP0032,Customer & Client Focus Award,"Congratulations James and Grace on the arrival of your beautiful baby boy, Oliver! Oliver just could",C,Exceptional customer service and relationships,2025-07-15,1480,Approved
AWD00321,EMP0019,EMP0035,Teamwork & Collaboration Award,"Marcus, thanks a million for all your help resolving an issue with security certificates. External I",D,Strong collaboration and team support,2025-09-13,1580,Approved
AWD00322,EMP0056,EMP0038,Professional Excellence Award,"Alex, Thank you for going to the office today to cover some of my tasks, I got a notification that o",E,Resilience and adaptability,2025-08-12,706,Approved
AWD00323,EMP0005,EMP0046,Teamwork & Collaboration Award,Ryan thank you for the quick action regarding the Nordic Rewards gift card we had and getting it sus,D,Strong collaboration and team support,2025-03-12,1239,Approved
AWD00324,EMP0055,EMP0028,Teamwork & Collaboration Award,"Ladies, on behalf of the payroll team, I just want to say thank you for all your support in 2025. Yo",D,Strong collaboration and team support,2025-02-18,1949,Approved
AWD00325,EMP0033,EMP0018,Leadership & Management Award,I want to acknowledge you both for your excellent work in defining our accounting treatment for fees,A,Demonstrated strong leadership and mentoring,2025-11-04,388,Approved
AWD00326,EMP0025,EMP0058,Customer & Client Focus Award,"Carlos, thank you for stepping in and delivering on two highly sensitive customer requirements withi",C,Exceptional customer service and relationships,2025-09-29,775,Approved
AWD00327,EMP0034,EMP0059,Customer & Client Focus Award,"A huge thank you to the Design and Design Research team for an incredible 2025! Your creativity, ins",C,Exceptional customer service and relationships,2025-06-14,655,Approved
AWD00328,EMP0043,EMP0051,Leadership & Management Award,"Sarah, I just wanted to say how impressed I am with your research skills lately! I've been your guin",A,Demonstrated strong leadership and mentoring,2025-12-18,954,Approved
AWD00329,EMP0030,EMP0041,Teamwork & Collaboration Award,I just wanted to take a moment to thank this group for being so supportive throughout the year. It's,D,Strong collaboration and team support,2025-10-01,1142,Approved
AWD00330,EMP0033,EMP0008,Leadership & Management Award,"David, Thank you so much for your dedication, support, and commitment throughout 2025. You are a tru",A,Demonstrated strong leadership and mentoring,2025-09-02,1922,Approved
AWD00331,EMP0025,EMP0014,Teamwork & Collaboration Award,"Jessica, we just wanted to take some time to say how much we appreciate working with you. You're suc",D,Strong collaboration and team support,2025-10-23,641,Approved
AWD00332,EMP0049,EMP0042,Teamwork & Collaboration Award,"Girls, As 2025 winds down i would just like to share my gratitude for all the support throughout the",D,Strong collaboration and team support,2025-07-07,628,Approved
AWD00333,EMP0049,EMP0008,Teamwork & Collaboration Award,"Lisa, On behalf of the CS leadership team, Tom and Sam, we want to express our heartfelt gratitude f",D,Strong collaboration and team support,2025-01-17,1972,Approved
AWD00334,EMP0011,EMP0057,Teamwork & Collaboration Award,"Michelle, On behalf of the CS leadership team, Tom, and Sam, we'd like to express our heartfelt grat",D,Strong collaboration and team support,2025-12-04,255,Approved
AWD00335,EMP0058,EMP0037,Leadership & Management Award,"Kate, huge congrats on wrapping up the new feature rollout for all your accounts! I know that was a",A,Demonstrated strong leadership and mentoring,2025-04-25,1939,Approved
AWD00336,EMP0001,EMP0015,Customer & Client Focus Award,"Amanda, well done in getting Phoenix Corp to agree to move their subsidiary off the legacy system, w",C,Exceptional customer service and relationships,2025-06-23,245,Approved
AWD00337,EMP0037,EMP0010,Customer & Client Focus Award,"I was not in the room last round H1, you and Grace rocked it over in the regional office, and I now",C,Exceptional customer service and relationships,2025-03-13,964,Approved
AWD00338,EMP0026,EMP0003,Teamwork & Collaboration Award,"Team, thank you very much for the amazing work this year on supporting the NPS workshops with decks,",D,Strong collaboration and team support,2025-03-28,1212,Approved
AWD00339,EMP0025,EMP0019,Professional Excellence Award,We set out to move our cloud Windows stack from legacy security solution to modern endpoint protecti,E,Professional excellence and expertise,2025-08-12,231,Approved
AWD00340,EMP0037,EMP0006,Professional Excellence Award,I want to extend a big thank you to everyone for handling the high-pressure context switching last w,E,Professional excellence and expertise,2025-01-25,949,Approved
AWD00341,EMP0017,EMP0018,Teamwork & Collaboration Award,I wanted to recognize the brilliant work done by this group to prepare for an execute a three-hour d,D,Strong collaboration and team support,2025-01-25,421,Approved
AWD00342,EMP0015,EMP0060,Leadership & Management Award,"Marcus - As the year comes to an end, I want to acknowledge the incredible impact you've had on me p",A,Demonstrated strong leadership and mentoring,2025-06-07,1839,Approved
AWD00343,EMP0010,EMP0028,Customer & Client Focus Award,"Sarah, on behalf of the customer service leadership and management team, I would like to say a massi",C,Exceptional customer service and relationships,2025-09-05,628,Approved
AWD00344,EMP0017,EMP0042,Teamwork & Collaboration Award,Thank you Marcus for your support throughout the year. The freedom to lead the employee satisfaction,D,Strong collaboration and team support,2025-10-14,773,Approved
AWD00345,EMP0034,EMP0047,Teamwork & Collaboration Award,"I wanted to say a simple, heartfelt thank you. Working with you this year has made me better at my j",D,Strong collaboration and team support,2025-01-05,348,Approved
AWD00346,EMP0005,EMP0044,Teamwork & Collaboration Award,"Emma, on behalf of the entire Night Shift Team, we want to express our sincere appreciation for ever",D,Strong collaboration and team support,2025-10-18,1847,Approved
AWD00347,EMP0028,EMP0025,Teamwork & Collaboration Award,I want to extend my deepest thanks to Carlos for his exceptional support with the tricky client inte,D,Strong collaboration and team support,2025-04-13,476,Approved
AWD00348,EMP0008,EMP0036,Innovation & Business Impact Award,"Team, I want to take this opportunity to recognise and thank you for the work you have recently comp",B,Delivering business impact and results,2025-05-11,1257,Approved
AWD00349,EMP0034,EMP0015,Innovation & Business Impact Award,"Team, I want to take this opportunity to recognise and thank you for the work you have recently comp",B,Delivering business impact and results,2025-01-29,115,Approved
AWD00350,EMP0041,EMP0020,Innovation & Business Impact Award,Today's persona workshop was such a good reminder of what happens when smart people show up with cur,B,Driving innovation and business results,2025-08-10,1775,Approved
AWD00351,EMP0037,EMP0026,Teamwork & Collaboration Award,"Rachel, this recognition is so long overdue. You are literally the reason I'm back at TalentFlow, an",D,Strong collaboration and team support,2025-04-26,1653,Approved
AWD00352,EMP0048,EMP0005,Leadership & Management Award,Lauren -- Thank you for creating such a collaborative and productive workshop with our partners in M,A,Demonstrated strong leadership and mentoring,2025-06-22,1741,Approved
AWD00353,EMP0033,EMP0028,Teamwork & Collaboration Award,"I wanted to express BIG appreciation to everyone who helped shape, proof, amplify, and launch our ne",D,Strong collaboration and team support,2025-09-28,1271,Approved
AWD00354,EMP0042,EMP0013,Teamwork & Collaboration Award,"Jessica - You are always so quick to thank our team for our collaboration, open discussions, and cre",D,Strong collaboration and team support,2025-10-30,1991,Approved
AWD00355,EMP0054,EMP0056,Teamwork & Collaboration Award,"Week 7 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for",D,Strong collaboration and team support,2025-12-29,207,Approved
AWD00356,EMP0050,EMP0036,Leadership & Management Award,"Rachel, turning my IRL shoutout into a proper recognition award. It's been really great getting to w",A,Demonstrated strong leadership and mentoring,2025-05-14,643,Approved
AWD00357,EMP0005,EMP0038,Teamwork & Collaboration Award,"The TechCorp RFP has been no small feat, and Victoria, you led the strategy with a calm confidence,",D,Strong collaboration and team support,2025-12-07,892,Approved
AWD00358,EMP0014,EMP0029,Teamwork & Collaboration Award,"Week 6 of a BDR cold call campaign. There are 2 Total Meeting Levels: 3-4, 5+. Total Team Dials for",D,Strong collaboration and team support,2025-02-17,326,Approved
AWD00359,EMP0055,EMP0015,Teamwork & Collaboration Award,"Kudo's to this team for delivering a robust, interactive and aligned to client needs review of the b",D,Strong collaboration and team support,2025-10-15,443,Approved
AWD00360,EMP0006,EMP0034,Teamwork & Collaboration Award,"Team, I want to take a moment to recognize and thank you for your collaboration on the 2026 ABM Clus",D,Strong collaboration and team support,2025-01-10,182,Approved
AWD00361,EMP0014,EMP0057,Leadership & Management Award,"Sarah - Thanks for leading a really interesting, engaging and helpful exercise in our MidMarket pers",A,Demonstrated strong leadership and mentoring,2025-02-25,177,Approved
AWD00362,EMP0002,EMP0029,Innovation & Business Impact Award,Love the creativity recovery your taking to unearthed deals that are at high risk. This is what make,B,Driving innovation and business results,2025-05-21,369,Approved
AWD00363,EMP0059,EMP0040,Teamwork & Collaboration Award,"My Corporate Kings & Queens: This message is long overdue, but as I look back on this wild ride of a",D,Strong collaboration and team support,2025-04-20,1401,Approved
AWD00364,EMP0026,EMP0003,Teamwork & Collaboration Award,"Team, As we head into Thanksgiving, I've been reflecting on this past year ...the highs, the hard pu",D,Strong collaboration and team support,2025-03-13,1032,Approved
